Report_No,Involvement,Race,Sex,Age,Firearm Used Flag  
110058530,VIC,W,M,34,N
110058532,ARR,W,M,18,N
110058532,VIC,,,,N
110058534,SUS,B,M,16,N
110058534,VIC,B,F,12,N
110058536,VIC,,,,N
110058537,SUS,U,U,,N
110058537,VIC,W,M,26,N
110058538,SUS,U,U,,N
110058538,VIC,W,M,66,N
110058539,SUS,W,M,,N
110058539,SUS,W,M,,N
110058539,SUS,W,M,,N
110058539,VIC,W,M,30,N
110058539,VIC,W,M,0,N
110058539,VIC,W,M,24,N
110058539,VIC,W,M,18,N
110058539,VIC,W,F,22,N
110058539,VIC,W,F,1,N
110058539,VIC,W,F,1,N
110058539,VIC,W,M,35,N
110058539,SUS,W,M,,N
110058539,SUS,W,M,,N
110058539,SUS,W,M,,N
110058539,VIC,W,M,30,N
110058539,VIC,W,M,0,N
110058539,VIC,W,M,24,N
110058539,VIC,W,M,18,N
110058539,VIC,W,F,22,N
110058539,VIC,W,F,1,N
110058539,VIC,W,F,1,N
110058539,VIC,W,M,35,N
110058541,SUS,U,U,,N
110058541,VIC,W,F,26,N
110058542,SUS,U,U,,N
110058542,VIC,W,M,37,N
110058544,SUS,B,M,,N
110058544,VIC,W,M,57,N
110058545,SUS,W,M,,N
110058545,VIC,W,M,29,N
110058547,SUS,U,U,,N
110058547,VIC,B,F,35,N
110058548,ARR,W,M,52,N
110058548,VIC,W,F,22,N
110058549,SUS,U,U,,N
110058549,VIC,,,,N
110058549,VIC,W,M,49,N
110058549,SUS,U,U,,N
110058549,VIC,,,,N
110058549,VIC,W,M,49,N
110058553,ARR,B,M,20,N
110058553,ARR,B,F,19,N
110058553,ARR,B,F,44,N
110058553,ARR,B,M,48,N
110058553,ARR,B,M,17,N
110058553,VIC,,,,N
110058554,SUS,U,U,,N
110058554,VIC,B,F,22,N
110058555,ARR,W,M,33,N
110058555,VIC,,,,N
110058557,SUS,U,U,,N
110058557,VIC,W,F,67,N
110058559,SUS,A,M,,N
110058559,VIC,W,F,29,N
110058560,SUS,U,U,,N
110058560,VIC,W,F,30,N
110058561,SUS,U,U,,N
110058561,VIC,W,M,27,N
110058562,SUS,U,U,,N
110058562,VIC,B,F,51,N
110058564,ARR,B,F,16,N
110058564,ARR,B,F,16,N
110058564,VIC,,,,N
110058564,VIC,,,,N
110058565,ARR,W,F,22,N
110058565,ARR,W,F,17,N
110058565,VIC,,,,N
110058567,SUS,W,M,30,N
110058567,SUS,W,F,20,N
110058567,VIC,W,F,52,N
110058569,SUS,B,M,26,Y
110058569,VIC,B,F,20,Y
110058569,VIC,B,F,47,Y
110058569,VIC,B,M,13,Y
110058569,VIC,B,F,14,Y
110058569,VIC,B,M,11,Y
110058571,ARR,B,M,52,N
110058571,VIC,,,,N
110058572,SUS,U,U,,N
110058572,VIC,B,F,50,N
110058572,SUS,U,U,,N
110058572,VIC,B,F,50,N
110058573,SUS,U,U,,N
110058573,VIC,,,,N
110058574,SUS,U,U,,N
110058574,VIC,W,F,,N
110058576,SUS,B,F,30,N
110058576,VIC,W,F,21,N
110058577,ARR,W,M,48,N
110058577,VIC,W,F,47,N
110058579,SUS,B,M,43,N
110058579,VIC,B,F,40,N
110058580,SUS,B,M,47,N
110058580,VIC,,,,N
110058581,ARR,W,F,53,N
110058581,VIC,W,M,89,N
110058582,SUS,U,U,,N
110058582,VIC,W,M,44,N
110058583,SUS,W,M,40,N
110058583,SUS,B,M,30,N
110058583,SUS,B,M,30,N
110058583,SUS,B,M,30,N
110058583,SUS,B,M,30,N
110058583,SUS,W,F,40,N
110058583,VIC,,,,N
110058585,ARR,B,M,15,Y
110058585,VIC,B,F,18,Y
110058586,ARR,B,M,50,N
110058586,VIC,,,,N
110058588,SUS,U,U,,N
110058588,VIC,,,,N
110058589,SUS,W,M,25,N
110058589,VIC,W,F,49,N
110058590,SUS,U,U,,N
110058590,VIC,W,M,33,N
110058593,ARR,W,M,31,N
110058593,ARR,W,M,27,N
110058593,ARR,W,M,26,N
110058593,VIC,,,,N
110058593,VIC,,,,N
110058593,ARR,W,M,31,N
110058593,ARR,W,M,27,N
110058593,ARR,W,M,26,N
110058593,VIC,,,,N
110058593,VIC,,,,N
110058594,SUS,B,M,,Y
110058594,SUS,B,M,,Y
110058594,VIC,B,M,20,Y
110058594,VIC,B,M,16,Y
110058594,VIC,B,M,16,Y
110058594,VIC,B,M,21,Y
110058597,SUS,U,U,,N
110058597,VIC,W,M,38,N
110058598,SUS,W,M,27,N
110058598,VIC,W,F,22,N
110058599,ARR,B,M,45,N
110058599,VIC,,,,N
110058600,SUS,B,M,40,N
110058600,VIC,B,F,35,N
110058601,SUS,U,U,,N
110058601,VIC,W,M,38,N
110058602,SUS,U,U,,N
110058602,VIC,B,M,73,N
110058604,SUS,U,U,,N
110058604,VIC,W,M,34,N
110058606,SUS,B,M,53,N
110058606,VIC,B,M,73,N
110058607,SUS,B,M,,Y
110058607,SUS,B,M,,Y
110058607,VIC,B,M,18,Y
110058609,ARR,B,F,27,N
110058609,ARR,B,F,32,N
110058609,ARR,B,F,24,N
110058609,VIC,,,,N
110058610,ARR,B,F,35,N
110058610,VIC,B,M,12,N
110058610,VIC,B,F,14,N
110058611,ARR,B,M,29,N
110058611,VIC,B,M,58,N
110058613,ARR,B,M,26,N
110058613,VIC,,,,N
110058614,SUS,B,M,15,Y
110058614,VIC,B,M,13,Y
110058614,VIC,B,F,15,Y
110058614,VIC,B,M,16,Y
110058615,SUS,U,U,,N
110058615,VIC,W,F,38,N
110058617,SUS,U,U,,Y
110058617,SUS,U,U,,Y
110058617,SUS,U,U,,Y
110058617,SUS,U,U,,Y
110058617,VIC,B,F,41,Y
110058617,VIC,B,F,4,Y
110058617,VIC,B,F,53,Y
110058617,SUS,U,U,,N
110058617,SUS,U,U,,N
110058617,SUS,U,U,,N
110058617,SUS,U,U,,N
110058617,VIC,B,F,41,N
110058617,VIC,B,F,4,N
110058617,VIC,B,F,53,N
110058618,SUS,B,F,39,Y
110058618,SUS,B,M,54,Y
110058618,VIC,B,F,39,Y
110058618,VIC,B,M,54,Y
110058618,SUS,B,F,39,N
110058618,SUS,B,M,54,N
110058618,VIC,B,F,39,N
110058618,VIC,B,M,54,N
110058623,SUS,U,U,,N
110058623,VIC,W,F,20,N
110058624,SUS,B,M,41,N
110058624,VIC,B,F,35,N
110058625,SUS,U,U,,N
110058625,VIC,W,M,,N
110058627,SUS,U,U,,N
110058627,VIC,B,F,38,N
110058628,ARR,B,F,29,N
110058628,VIC,,,,N
110058629,SUS,A,M,20,N
110058629,SUS,A,F,20,N
110058629,VIC,B,F,,N
110058630,SUS,U,U,,N
110058630,VIC,W,F,25,N
110058633,SUS,W,F,,N
110058633,VIC,W,M,35,N
110058634,SUS,B,M,31,N
110058634,VIC,B,F,29,N
110058634,SUS,B,M,31,N
110058634,VIC,B,F,29,N
110058636,ARR,W,M,23,N
110058636,VIC,,,,N
110058637,ARR,B,M,42,N
110058637,VIC,B,F,30,N
110058638,SUS,B,M,20,Y
110058638,SUS,B,M,20,Y
110058638,SUS,B,M,,Y
110058638,SUS,B,M,,Y
110058638,SUS,B,M,,Y
110058638,VIC,W,M,49,Y
110058638,VIC,W,M,23,Y
110058638,VIC,W,M,33,Y
110058638,VIC,W,M,33,Y
110058638,VIC,,,,Y
110058639,SUS,U,U,,N
110058639,VIC,W,F,31,N
110058642,ARR,B,F,53,N
110058642,VIC,,,,N
110058642,ARR,B,F,53,N
110058642,VIC,,,,N
110058644,SUS,B,F,20,N
110058644,VIC,B,F,22,N
110058645,SUS,U,U,,N
110058645,VIC,W,M,26,N
110058645,VIC,W,F,50,N
110058645,VIC,W,M,58,N
110058647,SUS,B,F,,Y
110058647,SUS,B,F,,Y
110058647,VIC,B,M,31,Y
110058648,SUS,W,F,45,N
110058648,VIC,W,F,23,N
110058649,ARR,B,M,18,N
110058649,ARR,B,F,41,N
110058649,VIC,,,,N
110058649,VIC,,,,N
110058649,ARR,B,M,18,N
110058649,ARR,B,F,41,N
110058649,VIC,,,,N
110058649,VIC,,,,N
110058650,SUS,W,M,37,N
110058650,SUS,W,M,27,N
110058650,VIC,W,F,59,N
110058652,ARR,B,M,44,N
110058653,SUS,U,U,,N
110058653,VIC,W,M,29,N
110058653,VIC,W,F,22,N
110058654,ARR,W,M,26,N
110058654,VIC,W,M,38,N
110058655,ARR,W,F,37,N
110058657,ARR,W,M,55,N
110058657,ARR,W,M,51,N
110058658,ARR,B,M,20,N
110058658,VIC,W,M,20,N
110058661,SUS,U,U,,Y
110058661,VIC,B,F,20,Y
110058661,VIC,B,F,48,Y
110058661,VIC,B,F,1,Y
110058662,VIC,B,M,45,N
110058663,SUS,U,U,,N
110058663,VIC,W,M,43,N
110058663,SUS,U,U,,N
110058663,VIC,W,M,43,N
110058665,ARR,B,M,28,N
110058665,VIC,,,,N
110058666,SUS,W,M,49,Y
110058666,VIC,B,F,34,Y
110058667,ARR,B,M,22,N
110058667,VIC,,,,N
110058668,VIC,W,M,20,Y
110058668,SUS,U,U,,Y
110058668,VIC,W,M,31,Y
110058669,SUS,U,U,,N
110058669,VIC,B,F,31,N
110058669,VIC,B,F,34,N
110058670,ARR,W,M,32,N
110058670,VIC,W,F,30,N
110058671,SUS,B,F,,N
110058671,VIC,,,,N
110058672,SUS,U,U,,N
110058672,VIC,W,M,66,N
110058674,SUS,U,U,,N
110058674,VIC,U,F,22,N
110058677,SUS,U,U,,N
110058677,VIC,U,F,48,N
110058679,SUS,U,U,,N
110058679,VIC,B,M,32,N
110058680,SUS,U,U,,N
110058680,VIC,W,M,49,N
110058682,SUS,U,U,,N
110058682,VIC,W,M,39,N
110058683,SUS,U,U,,N
110058683,VIC,A,M,28,N
110058684,SUS,U,U,,N
110058684,VIC,B,F,49,N
110058685,SUS,U,U,,N
110058685,VIC,W,M,45,N
110058686,SUS,U,U,,N
110058686,VIC,W,M,23,N
110058688,SUS,U,U,,N
110058688,VIC,W,M,35,N
110058689,SUS,U,U,,N
110058689,VIC,W,M,29,N
110058693,SUS,U,U,,N
110058693,VIC,B,F,21,N
110058694,SUS,U,U,,N
110058694,VIC,W,F,40,N
110058696,SUS,U,U,,N
110058696,VIC,W,M,41,N
110058697,SUS,U,U,,N
110058697,VIC,W,F,32,N
110058698,SUS,U,U,,N
110058698,VIC,W,F,46,N
110058699,SUS,U,U,,N
110058699,VIC,W,M,41,N
110058700,SUS,U,U,,N
110058700,VIC,U,M,29,N
110058701,SUS,U,U,,N
110058701,VIC,W,M,28,N
110058704,SUS,U,U,,N
110058704,VIC,B,M,37,N
110058705,SUS,U,U,,N
110058705,VIC,U,M,48,N
110058709,ARR,B,M,20,N
110058709,VIC,,,,N
110058711,ARR,B,M,23,N
110058711,VIC,,,,N
110058712,VIC,B,M,62,N
110058712,VIC,B,M,62,N
110058713,SUS,U,U,,N
110058713,VIC,W,M,26,N
110058713,VIC,,,,N
110058716,SUS,U,U,,N
110058716,VIC,U,M,19,N
110058717,SUS,U,U,,N
110058717,VIC,W,F,50,N
110058717,SUS,U,U,,N
110058717,VIC,W,F,50,N
110058718,VIC,,,,N
110058719,SUS,U,U,,N
110058719,VIC,W,F,21,N
110058721,ARR,B,M,26,N
110058721,VIC,B,M,7,N
110058722,SUS,W,M,35,N
110058722,VIC,W,F,66,N
110058724,ARR,W,M,64,N
110058724,VIC,,,,N
110058725,ARR,W,M,46,N
110058725,VIC,,,,N
110058726,SUS,B,M,30,N
110058726,VIC,,,,N
110058727,SUS,B,F,25,N
110058727,VIC,B,F,18,N
110058730,SUS,U,U,,N
110058730,VIC,W,M,50,N
110058731,SUS,U,F,21,N
110058731,VIC,W,F,23,N
110058734,SUS,U,U,,N
110058734,VIC,B,F,41,N
110058735,SUS,U,U,,N
110058735,VIC,W,F,26,N
110058736,SUS,B,M,25,N
110058736,VIC,W,F,24,N
110058737,SUS,U,U,,N
110058737,VIC,W,F,27,N
110058738,SUS,U,U,,N
110058738,VIC,W,M,20,N
110058739,ARR,I,M,28,N
110058739,VIC,,,,N
110058744,SUS,W,M,24,N
110058744,VIC,W,F,23,N
110058746,SUS,U,U,,N
110058746,VIC,U,F,,N
110058750,ARR,B,F,42,N
110058750,VIC,,,,N
110058752,SUS,U,U,18,N
110058752,SUS,B,M,18,N
110058752,VIC,B,F,20,N
110058754,ARR,W,M,37,N
110058754,ARR,W,F,42,N
110058754,VIC,,,,N
110058755,ARR,W,M,44,N
110058755,VIC,B,M,69,N
110058756,SUS,U,U,,N
110058756,VIC,W,F,31,N
110058757,SUS,U,U,,N
110058757,VIC,W,M,63,N
110058759,SUS,W,M,,N
110058759,VIC,W,F,19,N
110058760,ARR,B,F,33,N
110058760,SUS,B,F,,N
110058760,VIC,,,,N
110058760,VIC,,,,N
110058761,ARR,W,F,44,N
110058761,ARR,W,M,46,N
110058761,VIC,B,M,41,N
110058762,ARR,W,F,33,N
110058762,VIC,,,,N
110058764,SUS,U,U,,N
110058764,SUS,U,U,,N
110058764,VIC,W,M,66,N
110058765,SUS,U,U,,N
110058765,VIC,W,F,34,N
110058766,SUS,B,M,18,N
110058766,VIC,B,F,19,N
110058767,SUS,U,U,,N
110058767,VIC,,,,N
110058771,SUS,B,M,,N
110058771,SUS,B,M,,N
110058771,SUS,B,M,,N
110058771,VIC,B,M,35,N
110058772,SUS,U,U,,N
110058772,VIC,W,M,18,N
110058773,ARR,W,M,30,N
110058773,ARR,W,F,22,N
110058773,VIC,W,M,0,N
110058779,SUS,U,U,,N
110058779,VIC,B,F,25,N
110058781,SUS,U,U,,N
110058781,VIC,,,,N
110058782,SUS,B,M,,N
110058782,VIC,W,F,39,N
110058783,VIC,,,,N
110058784,SUS,B,F,23,N
110058784,VIC,B,M,28,N
110058784,SUS,B,F,23,N
110058784,VIC,B,M,28,N
110058785,SUS,U,U,,N
110058785,VIC,B,F,24,N
110058786,ARR,B,M,56,N
110058786,VIC,,,,N
110058787,ARR,B,F,15,N
110058787,VIC,,,,N
110058788,SUS,W,M,30,N
110058788,VIC,,,,N
110058789,SUS,U,U,,N
110058789,VIC,B,F,28,N
110058790,SUS,B,F,35,N
110058790,VIC,B,F,53,N
110058791,SUS,B,M,34,N
110058791,VIC,W,M,58,N
110058792,SUS,U,U,,N
110058792,VIC,W,M,58,N
110058793,SUS,U,U,,N
110058793,VIC,W,M,61,N
110058794,SUS,W,M,22,Y
110058794,SUS,W,M,20,Y
110058794,SUS,W,M,20,Y
110058794,SUS,W,M,20,Y
110058794,VIC,W,M,51,Y
110058795,SUS,U,U,,N
110058795,VIC,W,F,23,N
110058797,VIC,,,,N
110058798,SUS,U,U,,N
110058798,VIC,W,M,25,N
110058799,ARR,B,F,18,N
110058799,VIC,,,,N
110058800,SUS,W,M,30,N
110058800,VIC,W,M,28,N
110058801,ARR,W,M,50,N
110058801,VIC,,,,N
110058802,ARR,B,M,43,N
110058802,VIC,,,,N
110058804,SUS,B,M,40,N
110058804,VIC,B,M,43,N
110058805,SUS,B,M,43,N
110058805,VIC,U,U,,N
110058806,ARR,W,F,41,N
110058806,VIC,,,,N
110058807,ARR,B,M,47,N
110058807,VIC,,,,N
110058808,SUS,U,U,,N
110058808,VIC,W,F,86,N
110058811,SUS,U,U,,N
110058811,VIC,,,,N
110058812,SUS,B,F,21,N
110058812,VIC,W,F,21,N
110058816,SUS,B,F,42,N
110058816,VIC,B,M,63,N
110058817,ARR,B,M,56,N
110058818,SUS,U,U,,N
110058818,VIC,W,M,37,N
110058819,SUS,U,U,,N
110058819,VIC,W,F,33,N
110058821,SUS,B,F,28,N
110058821,VIC,B,F,22,N
110058822,SUS,U,U,,N
110058822,VIC,W,M,42,N
110058822,VIC,A,M,28,N
110058822,VIC,W,M,45,N
110058823,SUS,U,U,,N
110058823,VIC,,,,N
110058824,SUS,B,M,47,N
110058824,VIC,B,F,25,N
110058824,VIC,B,F,23,N
110058825,SUS,B,F,,N
110058825,SUS,B,M,,N
110058825,VIC,B,F,43,N
110058825,VIC,B,F,21,N
110058827,SUS,U,U,,N
110058827,VIC,W,F,30,N
110058828,SUS,U,U,,N
110058828,VIC,W,M,26,N
110058829,SUS,B,M,,Y
110058829,VIC,W,M,19,Y
110058829,VIC,W,M,19,Y
110058829,VIC,W,M,19,Y
110058830,SUS,U,U,,N
110058830,VIC,B,F,23,N
110058831,SUS,B,M,36,N
110058831,VIC,B,F,43,N
110058834,SUS,W,M,20,N
110058834,VIC,B,F,20,N
110058836,ARR,B,M,61,N
110058836,VIC,,,,N
110058837,SUS,B,M,44,N
110058837,VIC,B,F,31,N
110058840,SUS,W,M,,Y
110058840,VIC,W,F,20,Y
110058840,VIC,W,M,30,Y
110058840,VIC,W,M,18,Y
110058841,SUS,U,U,,N
110058841,VIC,W,F,23,N
110058844,VIC,W,F,,N
110058844,VIC,W,F,,N
110058845,ARR,B,M,44,N
110058845,VIC,,,,N
110058848,SUS,W,M,47,N
110058848,VIC,W,F,3,N
110058849,SUS,U,U,,N
110058849,VIC,B,F,19,N
110058850,ARR,W,M,54,N
110058850,VIC,,,,N
110058851,SUS,W,M,26,N
110058851,VIC,W,F,21,N
110058853,VIC,,,,N
110058854,SUS,U,U,,N
110058854,VIC,W,M,43,N
110058855,ARR,W,M,21,N
110058855,ARR,W,M,23,N
110058855,ARR,W,M,25,N
110058855,VIC,U,F,26,N
110058856,VIC,A,M,21,N
110058856,VIC,,,,N
110058858,SUS,W,M,20,N
110058858,VIC,W,F,19,N
110058860,SUS,W,M,,N
110058860,VIC,B,F,26,N
110058861,SUS,U,U,,N
110058861,VIC,U,U,,N
110058862,SUS,U,U,,N
110058862,VIC,W,M,21,N
110058863,SUS,U,U,,Y
110058863,VIC,W,M,48,Y
110058863,VIC,W,F,49,Y
110058863,VIC,W,M,29,Y
110058864,SUS,B,M,20,N
110058864,VIC,B,F,20,N
110058865,SUS,U,U,,Y
110058865,VIC,U,F,50,Y
110058865,VIC,W,M,25,Y
110058865,VIC,W,F,26,Y
110058865,VIC,W,F,10,Y
110058865,VIC,W,F,7,Y
110058865,VIC,W,M,4,Y
110058865,VIC,W,M,2,Y
110058865,VIC,W,M,3,Y
110058865,VIC,W,F,26,Y
110058865,VIC,W,F,25,Y
110058865,SUS,U,U,,N
110058865,VIC,U,F,50,N
110058865,VIC,W,M,25,N
110058865,VIC,W,F,26,N
110058865,VIC,W,F,10,N
110058865,VIC,W,F,7,N
110058865,VIC,W,M,4,N
110058865,VIC,W,M,2,N
110058865,VIC,W,M,3,N
110058865,VIC,W,F,26,N
110058865,VIC,W,F,25,N
110058866,VIC,B,F,41,N
110058867,VIC,B,F,48,N
110058868,SUS,B,M,26,N
110058868,SUS,B,M,26,N
110058868,VIC,W,M,30,N
110058869,ARR,B,M,58,N
110058869,VIC,W,M,33,N
110058870,SUS,U,U,,N
110058870,VIC,W,F,37,N
110058871,SUS,U,U,,Y
110058871,VIC,B,M,31,Y
110058872,SUS,U,U,,N
110058872,VIC,B,F,28,N
110058874,SUS,U,U,,Y
110058874,VIC,B,F,43,Y
110058874,VIC,B,F,20,Y
110058874,VIC,B,F,19,Y
110058874,VIC,B,F,17,Y
110058875,SUS,U,U,,N
110058875,VIC,U,U,,N
110058877,SUS,U,U,,N
110058877,VIC,A,F,57,N
110058878,SUS,U,U,,N
110058878,VIC,B,M,22,N
110058879,SUS,U,U,,N
110058879,VIC,,,,N
110058880,ARR,B,F,29,N
110058880,VIC,B,F,40,N
110058880,VIC,,,,N
110058880,ARR,B,F,29,N
110058880,VIC,B,F,40,N
110058880,VIC,,,,N
110058882,SUS,U,U,,N
110058882,VIC,W,F,24,N
110058883,SUS,U,U,,N
110058883,VIC,B,F,83,N
110058884,SUS,U,U,,N
110058884,VIC,W,F,22,N
110058885,SUS,U,U,,N
110058885,VIC,,,,N
110058885,SUS,U,U,,N
110058885,VIC,,,,N
110058886,SUS,U,U,,N
110058886,VIC,W,M,33,N
110058887,SUS,U,U,,N
110058887,VIC,W,F,34,N
110058888,SUS,U,U,,N
110058888,VIC,,,,N
110058890,SUS,U,U,,N
110058890,VIC,B,F,40,N
110058891,ARR,W,M,27,N
110058891,VIC,,,,N
110058893,SUS,B,M,17,N
110058893,SUS,B,M,17,N
110058893,VIC,,,,N
110058895,SUS,U,U,,N
110058895,VIC,,,,N
110058896,SUS,U,U,,N
110058896,VIC,W,M,49,N
110058900,SUS,U,U,,N
110058900,VIC,W,M,42,N
110058901,SUS,U,U,,N
110058901,VIC,,,,N
110058903,SUS,U,U,,N
110058903,VIC,,,,N
110058904,SUS,B,M,34,N
110058904,VIC,B,F,36,N
110058905,SUS,U,U,,N
110058905,VIC,W,F,25,N
110058908,ARR,B,M,35,N
110058908,VIC,,,,N
110058910,SUS,U,U,,N
110058910,VIC,,,,N
110058912,SUS,U,U,,N
110058912,VIC,W,M,55,N
110058914,SUS,U,U,,N
110058914,VIC,W,M,56,N
110058918,SUS,U,U,,N
110058918,VIC,B,F,52,N
110058919,SUS,U,U,,N
110058919,VIC,W,M,56,N
110058920,SUS,U,U,,N
110058920,VIC,W,M,27,N
110058921,SUS,U,U,,N
110058921,VIC,,,,N
110058922,SUS,U,U,,N
110058922,VIC,B,M,40,N
110058923,SUS,B,F,17,N
110058923,VIC,B,F,51,N
110058925,SUS,U,U,,N
110058925,VIC,W,F,18,N
110058928,SUS,U,U,40,N
110058928,VIC,W,F,56,N
110058929,ARR,B,M,52,N
110058929,VIC,,,,N
110058930,SUS,U,U,,N
110058930,VIC,W,M,44,N
110058933,ARR,W,M,39,N
110058933,VIC,,,,N
110058934,SUS,U,U,,N
110058934,VIC,W,M,57,N
110058935,SUS,B,M,,N
110058935,SUS,B,M,,N
110058935,VIC,B,M,55,N
110058936,SUS,U,U,,N
110058936,VIC,W,F,21,N
110058937,ARR,B,F,20,N
110058937,VIC,,,,N
110058940,SUS,B,M,20,N
110058940,SUS,B,M,30,N
110058940,VIC,U,F,51,N
110058943,SUS,U,U,,N
110058943,VIC,W,F,50,N
110058944,SUS,U,U,,N
110058944,VIC,W,M,65,N
110058945,SUS,U,U,,N
110058945,VIC,B,M,31,N
110058947,SUS,U,U,,N
110058947,VIC,W,F,23,N
110058948,ARR,B,M,20,N
110058948,VIC,,,,N
110058951,SUS,U,U,,N
110058951,VIC,B,F,32,N
110058952,SUS,B,M,20,N
110058952,VIC,B,F,25,N
110058953,SUS,U,U,,N
110058953,VIC,W,F,50,N
110058957,SUS,U,U,,N
110058957,VIC,U,M,42,N
110058958,SUS,U,U,,N
110058958,VIC,,,,N
110058959,SUS,B,M,29,N
110058959,SUS,B,M,,N
110058959,SUS,B,M,,N
110058959,SUS,B,M,,N
110058959,VIC,B,F,71,N
110058959,SUS,B,M,29,N
110058959,SUS,B,M,,N
110058959,SUS,B,M,,N
110058959,SUS,B,M,,N
110058959,VIC,B,F,71,N
110058963,SUS,U,U,,N
110058963,VIC,B,F,21,N
110058964,SUS,B,M,30,N
110058964,VIC,,,,N
110058966,SUS,U,U,,N
110058966,VIC,B,M,63,N
110058967,SUS,U,U,,N
110058967,VIC,W,M,35,N
110058968,SUS,B,M,,N
110058968,SUS,B,F,,N
110058968,SUS,B,M,,N
110058968,VIC,,,,N
110058968,VIC,W,M,46,N
110058968,SUS,B,M,,N
110058968,SUS,B,F,,N
110058968,SUS,B,M,,N
110058968,VIC,,,,N
110058968,VIC,W,M,46,N
110058971,SUS,B,M,24,N
110058971,VIC,B,F,40,N
110058972,SUS,W,F,20,N
110058972,VIC,,,,N
110058973,SUS,U,U,,N
110058973,VIC,B,F,61,N
110058976,ARR,B,M,24,N
110058976,VIC,,,,N
110058978,SUS,U,U,,N
110058978,VIC,W,M,74,N
110058979,SUS,U,U,,N
110058979,VIC,W,F,22,N
110058981,SUS,U,U,,N
110058981,VIC,B,F,24,N
110058984,ARR,B,M,31,N
110058984,VIC,,,,N
110058985,ARR,B,M,31,N
110058985,VIC,,,,N
110058986,SUS,U,U,,N
110058986,VIC,W,M,41,N
110058987,SUS,U,U,,N
110058987,VIC,U,F,43,N
110058989,SUS,U,U,,N
110058989,VIC,W,M,43,N
110058991,SUS,U,U,,N
110058991,VIC,B,M,27,N
110058993,SUS,U,U,,N
110058993,VIC,B,F,51,N
110058994,ARR,B,M,21,N
110058994,VIC,B,M,23,N
110058995,ARR,W,M,15,N
110058995,VIC,B,M,37,N
110058996,SUS,U,U,,N
110058996,VIC,W,M,19,N
110058996,VIC,W,M,70,N
110059000,SUS,W,M,50,N
110059000,VIC,W,M,10,N
110059001,SUS,U,U,,N
110059001,VIC,,,,N
110059004,SUS,U,U,,N
110059004,VIC,B,F,25,N
110059005,SUS,B,M,21,N
110059005,SUS,B,M,21,N
110059006,SUS,W,M,28,N
110059006,SUS,B,F,,N
110059006,VIC,B,F,26,N
110059007,SUS,U,U,,N
110059007,VIC,B,M,26,N
110059009,SUS,U,U,,N
110059009,VIC,B,F,40,N
110059010,SUS,U,U,,N
110059010,VIC,B,F,47,N
110059011,SUS,U,U,,N
110059011,VIC,B,F,19,N
110059017,SUS,U,U,,N
110059017,VIC,,,,N
110059018,SUS,U,U,,N
110059018,VIC,,,,N
110059019,SUS,U,U,,N
110059019,VIC,B,M,53,N
110059020,SUS,U,U,,N
110059020,VIC,W,F,40,N
110059020,VIC,W,M,45,N
110059021,SUS,W,F,24,N
110059021,VIC,W,M,30,N
110059025,SUS,U,U,,N
110059025,VIC,B,F,42,N
110059026,SUS,U,U,,N
110059026,VIC,W,F,17,N
110059028,SUS,U,U,,N
110059028,VIC,B,F,25,N
110059029,SUS,U,U,,N
110059029,VIC,,,,N
110059030,ARR,B,M,37,N
110059030,VIC,,,,N
110059032,SUS,U,U,,N
110059032,VIC,B,F,57,N
110059034,SUS,U,U,,N
110059034,VIC,W,M,37,N
110059035,VIC,,,,N
110059036,SUS,U,U,,N
110059036,VIC,U,F,,N
110059037,SUS,U,U,,N
110059037,VIC,W,F,64,N
110059038,SUS,U,U,,N
110059038,VIC,B,F,41,N
110059039,ARR,B,F,30,N
110059039,VIC,,,,N
110059041,ARR,B,F,19,N
110059041,VIC,B,F,24,N
110059044,SUS,U,U,,N
110059044,VIC,W,M,46,N
110059046,SUS,U,U,,N
110059046,VIC,W,F,21,N
110059046,SUS,U,U,,N
110059046,VIC,W,F,21,N
110059047,SUS,U,U,,N
110059047,VIC,W,M,37,N
110059049,SUS,W,M,10,N
110059049,VIC,W,M,51,N
110059050,SUS,U,U,,N
110059050,VIC,W,M,42,N
110059052,SUS,U,U,,N
110059052,VIC,B,M,53,N
110059053,SUS,U,U,,N
110059053,VIC,B,F,81,N
110059054,SUS,U,U,,N
110059054,VIC,U,M,,N
110059054,VIC,,,,N
110059056,SUS,W,M,30,N
110059056,VIC,,,,N
110059058,VIC,,,,Y
110059060,SUS,U,U,,N
110059060,VIC,W,M,34,N
110059063,SUS,U,U,,N
110059063,VIC,W,F,34,N
110059064,SUS,U,U,,N
110059064,VIC,W,F,28,N
110059065,SUS,U,U,,N
110059065,VIC,W,M,68,N
110059066,SUS,U,U,,N
110059066,VIC,B,F,28,N
110059068,SUS,U,M,20,N
110059068,SUS,U,M,20,N
110059068,VIC,U,F,37,N
110059068,VIC,U,M,40,N
110059071,VIC,,,,N
110059072,VIC,W,M,12,N
110059073,SUS,U,U,,N
110059073,VIC,,,,N
110059076,SUS,U,U,,N
110059076,VIC,W,M,44,N
110059077,SUS,U,U,,N
110059077,VIC,,,,N
110059078,SUS,W,F,,N
110059078,VIC,W,F,36,N
110059080,ARR,W,M,37,N
110059080,VIC,,,,N
110059081,SUS,U,U,,N
110059081,VIC,B,M,34,N
110059083,SUS,U,U,,N
110059083,VIC,W,M,39,N
110059085,SUS,U,U,,N
110059085,VIC,W,M,64,N
110059088,SUS,U,U,,N
